X,Y,Z,P,Q,R
-47410.164,-153575.469,56.421,0.000000,90.121316,0.000000
99171.633,-311707.250,58.139,0.000000,115.865450,0.000000
146140.422,-85431.984,57.498,0.000000,90.167575,0.000000
-77830.953,-59065.887,58.819,0.000000,118.341591,0.000000
102361.008,-80068.172,58.740,0.000000,178.957023,-0.000000
154060.734,-173092.719,58.000,0.000000,1.296336,0.000000
-35347.492,97342.391,57.970,0.000000,-133.267228,0.000000
-12579.257,78934.898,58.516,0.000000,-151.846441,0.000000
-92491.641,-9164.926,58.079,0.000000,-64.304897,0.000000
21705.582,-356658.625,55.659,0.000000,118.405163,0.000000
-28988.312,-266458.219,58.106,0.000000,-178.671087,0.000000
150522.438,-182676.266,58.726,0.000000,0.137186,0.000000
-131089.703,-336842.812,58.424,0.000000,43.004209,0.000000
29493.939,-347171.062,56.927,0.000000,-61.053238,0.000000
-219594.609,-227713.031,58.230,0.000000,0.680534,0.000000
5698.632,-230530.000,57.555,0.000000,178.067991,-0.000000
-96197.000,-145457.984,56.244,0.000000,0.466420,0.000000
110785.094,-15084.125,57.928,0.000000,116.468495,0.000000
172901.891,-13771.919,56.973,0.000000,-70.269203,0.000000
86363.125,-13043.419,57.685,0.000000,-151.575124,0.000000
106207.438,-55394.129,58.215,0.000000,-88.002293,0.000000
-64332.066,-25842.990,58.008,0.000000,-61.617910,0.000000
105466.844,-272570.656,57.611,0.000000,28.179930,0.000000
146174.250,-44144.793,58.086,0.000000,88.528702,0.000000
-197345.766,-218564.203,57.903,0.000000,-90.897786,0.000000
50834.934,-284550.531,56.650,0.000000,25.374508,0.000000
-155579.812,-271136.219,57.879,0.000000,-43.748246,0.000000
-91298.102,-227732.391,57.535,0.000000,1.474426,0.000000
-155870.578,-328637.875,57.971,0.000000,135.944807,-0.000000
-176950.641,-136658.125,57.835,0.000000,0.369895,0.000000
55084.016,-230524.031,55.513,0.000000,178.916606,-0.000000
-98159.000,-106463.414,58.707,0.000000,-44.458805,0.000000
-168266.484,-119732.555,57.716,0.000000,-178.105442,0.000000
-118842.008,-2982.213,58.273,0.000000,-43.268010,0.000000
-19413.502,-187785.516,58.753,0.000000,91.877681,0.000000
61635.191,-343632.531,57.438,0.000000,-154.500407,0.000000
44397.805,-174930.719,59.213,0.000000,-178.600858,0.000000
17716.043,-370559.438,56.635,0.000000,117.691963,0.000000
-149259.953,-256133.422,58.290,0.000000,-135.920899,0.000000
-45605.582,-262765.594,58.095,0.000000,-89.537379,0.000000
33047.184,-315238.688,57.683,0.000000,117.143339,0.000000
149560.062,-220443.219,56.800,0.000000,-178.158545,0.000000
132337.484,-206882.344,58.282,0.000000,90.288384,0.000000
-67115.016,2068.787,58.132,0.000000,114.821470,0.000000
-152050.016,-164260.297,57.348,0.000000,-0.378744,0.000000
-163453.422,-321112.000,58.650,0.000000,136.644156,-0.000000
-132982.734,-139703.031,58.150,0.000000,-91.848515,0.000000
94017.695,17891.721,57.550,0.000000,117.482596,0.000000
-200221.547,-97173.812,57.274,0.000000,27.444748,0.000000
-95253.438,-102297.922,58.483,0.000000,-64.546403,0.000000
-150926.141,-147291.844,57.954,0.000000,178.831595,-0.000000
-63213.500,-201053.000,57.643,0.000000,-1.536359,0.000000
-126279.664,-183704.797,58.402,0.000000,179.595765,-0.000000
-4861.308,-279724.469,56.203,0.000000,-61.198692,0.000000
143339.172,-31701.322,58.912,0.000000,-47.731767,0.000000
-121882.836,-187106.031,58.887,0.000000,-90.262676,0.000000
-127047.898,-147270.266,58.341,0.000000,-179.946629,0.000000
-175841.203,-174894.266,55.472,0.000000,179.873004,-0.000000
72482.953,-314101.188,58.724,0.000000,-61.258461,0.000000
-183875.938,-290714.656,56.874,0.000000,-134.120243,0.000000
-8910.157,-361370.750,58.381,0.000000,-44.000900,0.000000
32547.607,-273383.875,58.424,0.000000,-62.446934,0.000000
-35218.086,39790.254,57.874,0.000000,115.071164,0.000000
31727.137,-88834.609,58.757,0.000000,1.397942,0.000000
-107468.922,-35388.148,58.098,0.000000,-62.009578,0.000000
64463.598,-133948.922,58.805,0.000000,-89.509328,0.000000
30830.945,-342340.344,57.360,0.000000,26.228149,0.000000
-164122.016,-309658.688,58.498,0.000000,46.949399,0.000000
-160691.812,-105775.047,57.435,0.000000,88.431220,0.000000
169386.875,-46946.449,58.799,0.000000,135.886059,-0.000000
-118970.789,-174899.484,57.295,0.000000,-179.686836,0.000000
138587.812,-211284.812,58.870,0.000000,-178.748253,0.000000
-14276.888,-145439.109,57.985,0.000000,0.603966,0.000000
133384.359,-66596.180,58.426,0.000000,-88.413934,0.000000
14593.512,81890.836,58.792,0.000000,-151.085772,0.000000
-164842.312,-89839.344,55.776,0.000000,-152.197384,0.000000
-66178.953,-26311.143,58.704,0.000000,118.628004,0.000000
77030.195,-351669.781,58.080,0.000000,-153.809695,0.000000
-197352.797,-197418.703,58.461,0.000000,-89.022514,0.000000
-66708.805,-227689.984,57.980,0.000000,-1.555020,0.000000
-144639.281,-251533.906,58.951,0.000000,-134.435785,0.000000
-110400.484,-205425.641,56.122,0.000000,-88.918496,0.000000
-27685.910,-271172.156,58.122,0.000000,63.654405,0.000000
174792.047,-178973.734,57.770,0.000000,-89.845167,0.000000
-85446.523,-327486.281,56.956,0.000000,-43.097554,0.000000
-16388.043,-59378.699,58.643,0.000000,0.484010,0.000000
79914.172,-302639.438,58.197,0.000000,-153.825935,0.000000
-215345.094,-246939.531,57.993,0.000000,-62.647668,0.000000
-200682.891,-230564.312,58.233,0.000000,179.088353,-0.000000
-5863.846,-25704.352,58.293,0.000000,28.984765,0.000000
49208.488,-214475.609,58.595,0.000000,91.712497,0.000000
-98846.406,-197663.578,58.918,0.000000,-88.495831,0.000000
118551.547,-112593.844,58.627,0.000000,88.559131,0.000000
-101213.898,-288375.219,58.854,0.000000,-134.682547,0.000000
116761.914,-247556.469,55.617,0.000000,-62.676359,0.000000
68761.742,-37408.641,58.297,0.000000,-178.326339,0.000000
-78692.594,-248036.125,57.704,0.000000,-179.166093,0.000000
12073.963,-164992.516,58.669,0.000000,-173.868319,0.000000
-46837.637,39682.762,57.891,0.000000,-151.316255,0.000000
99584.742,-120188.070,58.628,0.000000,179.020043,-0.000000
12698.182,26350.363,58.908,0.000000,-154.035398,0.000000
53579.176,-335749.625,58.061,0.000000,118.976876,0.000000
133402.891,6415.697,58.101,0.000000,116.119479,0.000000
-72505.148,-86034.008,57.324,0.000000,-62.882847,0.000000
-119638.883,-349929.531,57.658,0.000000,134.703935,-0.000000
-173801.828,-62455.219,57.450,0.000000,136.263908,-0.000000
51034.746,-196968.609,58.200,0.000000,-88.019699,0.000000
77387.719,-242785.281,57.997,0.000000,-154.669771,0.000000
-129762.016,-43768.102,58.073,0.000000,-153.185908,0.000000
33636.797,52680.348,58.532,0.000000,-61.279123,0.000000
-99889.148,-263992.562,57.053,0.000000,90.588792,0.000000
-100025.430,-307295.719,58.534,0.000000,-135.710979,0.000000
-177981.719,-93268.711,57.997,0.000000,25.378822,0.000000
-19714.176,-247015.062,57.731,0.000000,-1.422948,0.000000
122662.719,-50629.547,58.470,0.000000,-179.595267,0.000000
110276.781,-147270.672,57.985,0.000000,-179.921042,0.000000
-134820.938,-84741.852,57.706,0.000000,89.591497,0.000000
-170915.719,-277787.156,58.065,0.000000,-133.672595,0.000000
-70501.016,-3280.903,59.031,0.000000,23.298031,0.000000
-120130.078,-334164.562,58.087,0.000000,-46.725156,0.000000
70213.516,-155047.562,57.957,0.000000,0.546253,0.000000
43363.461,57827.789,58.291,0.000000,118.783531,0.000000
-32160.650,-194865.844,59.170,0.000000,-88.992300,0.000000
47070.438,-2573.166,57.387,0.000000,116.551898,0.000000
119464.688,860.232,57.782,0.000000,115.384444,0.000000
-13897.532,-327966.156,57.787,0.000000,-61.021725,0.000000
51058.449,-179713.812,58.515,0.000000,-91.700366,0.000000
-10420.610,-291351.469,57.956,0.000000,-61.652936,0.000000
92366.453,13259.544,57.899,0.000000,26.623141,0.000000
25465.447,77710.891,58.438,0.000000,28.680361,0.000000
-154691.422,-313425.281,57.861,0.000000,-44.102600,0.000000
-61122.840,24583.691,57.648,0.000000,118.906209,0.000000
150529.469,-145421.719,57.979,0.000000,0.000044,0.000000
-1695.648,-354145.281,58.959,0.000000,116.576145,0.000000
-27042.545,-302122.812,58.125,0.000000,-61.777216,0.000000
11012.899,-381287.844,58.124,0.000000,-43.729707,0.000000
-152905.219,-44341.945,58.233,0.000000,27.860339,0.000000
-4122.730,-47099.684,58.243,0.000000,-89.188783,0.000000
-47428.727,-189882.891,57.912,0.000000,90.455221,0.000000
-53624.914,-302234.594,58.530,0.000000,1.368932,0.000000
93741.000,57917.504,58.670,0.000000,27.501007,0.000000
-107097.672,6749.428,57.665,0.000000,-152.955038,0.000000
117570.547,-283444.281,57.427,0.000000,-154.631557,0.000000
-10034.842,-242275.750,58.083,0.000000,-115.991104,0.000000
62899.512,19439.648,58.193,0.000000,118.105872,0.000000
109570.242,-165285.891,56.925,0.000000,178.057111,-0.000000
118542.688,-169682.250,58.083,0.000000,89.073711,0.000000
144540.609,1314.603,57.969,0.000000,-133.906970,0.000000
-107571.547,-273442.625,58.598,0.000000,-121.027140,0.000000
135374.125,-227713.766,59.122,0.000000,-1.826133,0.000000
58183.531,-307171.094,58.646,0.000000,118.005377,0.000000
56579.578,-211262.375,58.469,0.000000,-179.855412,0.000000
43847.391,-238143.062,57.840,0.000000,-63.061040,0.000000
-227284.406,-170219.656,57.897,0.000000,91.048950,0.000000
-125155.555,7572.103,56.928,0.000000,-136.521081,0.000000
-87853.688,-87299.219,57.460,0.000000,28.877959,0.000000
-104189.758,-104523.680,57.863,0.000000,134.169549,-0.000000
164947.188,10215.197,58.796,0.000000,-69.644150,0.000000
-139147.844,-220447.875,58.401,0.000000,179.262024,-0.000000
-85349.305,-351375.438,57.240,0.000000,44.455728,0.000000
-4134.787,-140508.906,58.327,0.000000,-88.844127,0.000000
-227249.047,-191838.203,57.939,0.000000,91.448913,0.000000
-114835.984,-353267.125,58.319,0.000000,-43.776458,0.000000
-6002.605,-95106.117,57.884,0.000000,91.891432,0.000000
85118.734,-49480.406,57.787,0.000000,-0.173683,0.000000
-227289.328,-192523.078,58.594,0.000000,88.027391,0.000000
76854.352,-105084.133,58.270,0.000000,91.096896,0.000000
-79606.562,-8920.346,58.832,0.000000,-153.422428,0.000000
-134043.422,-339835.844,58.505,0.000000,45.607126,0.000000
92016.242,-178271.953,56.420,0.000000,-89.133087,0.000000
-135509.531,-55809.215,58.702,0.000000,-152.243042,0.000000
3708.494,-292207.844,57.543,0.000000,25.313344,0.000000
-104000.094,-117857.594,57.774,0.000000,1.297969,0.000000
94029.203,-220474.906,58.608,0.000000,-179.098582,0.000000
3759.804,-20791.193,58.978,0.000000,27.760501,0.000000
147170.688,-139644.719,58.021,0.000000,-89.096221,0.000000
-53640.875,-238848.781,58.670,0.000000,-178.488896,0.000000
129039.273,50162.527,58.523,0.000000,-64.969394,0.000000
-15649.522,-183684.438,56.945,0.000000,179.587776,-0.000000
-22877.877,-279211.875,58.668,0.000000,28.274249,0.000000
106188.000,-143192.234,59.129,0.000000,-91.533164,0.000000
20146.293,79166.320,57.662,0.000000,-62.365986,0.000000
76842.930,-94432.125,58.268,0.000000,89.945841,0.000000
5179.845,-356583.719,58.284,0.000000,-151.552431,0.000000
1927.991,-22939.797,58.600,0.000000,-151.609738,0.000000
-47332.473,72140.750,58.033,0.000000,-154.333715,0.000000
-22372.822,-335256.781,57.761,0.000000,115.663535,0.000000
146157.281,-205466.156,57.825,0.000000,90.718058,0.000000
-167952.766,-91446.727,58.612,0.000000,-153.550270,0.000000
-49488.496,-95866.000,57.733,0.000000,118.328051,0.000000
-161409.422,-212816.891,57.866,0.000000,134.072878,-0.000000
173731.281,-93142.656,58.079,0.000000,89.935974,0.000000
-55198.168,35439.977,56.980,0.000000,-153.847289,0.000000
69320.969,36583.492,58.457,0.000000,-61.770236,0.000000
-56002.496,49874.621,58.580,0.000000,-63.389697,0.000000
12435.270,-317738.625,58.332,0.000000,116.669698,0.000000
-141056.609,-173094.891,57.520,0.000000,-1.521457,0.000000
165384.906,-23829.477,56.575,0.000000,108.683173,0.000000
-107904.383,-315178.531,58.786,0.000000,-134.251382,0.000000
179067.984,-198385.594,58.583,0.000000,-101.585605,0.000000
-22072.119,-156095.812,57.427,0.000000,-178.467908,0.000000
-36727.762,22991.939,59.015,0.000000,-154.996279,0.000000
120098.398,-274002.875,57.807,0.000000,-61.478237,0.000000
8996.691,-126195.836,56.425,0.000000,-153.327961,0.000000
127830.859,-155033.375,58.471,0.000000,0.804264,0.000000
-173827.859,-169727.250,57.147,0.000000,88.817247,0.000000
-25990.885,-182648.719,58.681,0.000000,0.988288,0.000000
-127516.773,-117852.305,58.822,0.000000,-0.595977,0.000000
-92397.742,-294369.344,58.419,0.000000,135.210764,-0.000000
-128930.078,-108441.734,58.443,0.000000,0.806802,0.000000
-25898.287,28526.816,58.997,0.000000,-153.173703,0.000000
-41633.094,-396140.812,57.514,0.000000,178.425927,-0.000000
-99901.594,-247789.984,58.857,0.000000,89.329933,0.000000
148208.297,-246141.281,58.235,0.000000,-61.164114,0.000000
109090.414,-309761.188,58.665,0.000000,-63.239974,0.000000
36842.395,-91833.695,58.366,0.000000,-89.869700,0.000000
-7924.886,-320269.938,58.633,0.000000,118.506103,0.000000
-104309.945,-290004.531,57.370,0.000000,44.762536,0.000000
91977.805,-41461.496,57.955,0.000000,-90.880974,0.000000
173737.000,-77603.555,58.120,0.000000,90.482252,0.000000
53509.363,-37381.219,57.287,0.000000,-179.771912,0.000000
-195274.531,-75443.711,57.603,0.000000,-122.300987,0.000000
-41116.281,-320248.531,57.989,0.000000,116.043579,0.000000
-76617.875,-256218.312,59.235,0.000000,-0.720521,0.000000
87978.648,87062.812,58.727,0.000000,-14.037346,0.000000
64192.445,-240817.531,58.297,0.000000,-62.619319,0.000000
183216.719,-99670.148,57.546,0.000000,179.078719,-0.000000
-78130.219,-74987.734,58.376,0.000000,-61.517943,0.000000
-651.324,-287918.219,58.714,0.000000,-64.885964,0.000000
157615.453,27964.086,57.359,0.000000,-64.759857,0.000000
-100471.945,-73743.672,58.673,0.000000,117.958425,0.000000
132357.281,-214651.422,57.438,0.000000,88.790632,0.000000
42298.125,-173066.375,58.536,0.000000,-1.266600,0.000000
-75403.289,-337473.906,58.944,0.000000,-46.562273,0.000000
-87951.508,-324949.844,58.970,0.000000,-44.582332,0.000000
-49024.262,-75633.188,58.179,0.000000,-64.970397,0.000000
-53571.336,-173083.125,58.537,0.000000,1.561042,0.000000
123364.688,-156086.594,58.605,0.000000,-179.084672,0.000000
76837.336,-92280.477,57.659,0.000000,89.084117,0.000000
49447.020,75611.883,57.926,0.000000,-63.548411,0.000000
-53766.676,57954.254,57.563,0.000000,-151.587414,0.000000
-88029.664,-282218.125,59.271,0.000000,-44.573491,0.000000
162396.281,-267328.656,57.874,0.000000,78.092848,0.000000
-7086.697,-275360.062,58.041,0.000000,-64.715372,0.000000
45125.574,-174930.641,58.860,0.000000,179.191159,-0.000000
-57134.746,-220447.844,58.597,0.000000,179.906917,-0.000000
-120744.484,-286375.469,59.124,0.000000,43.334275,0.000000
-92415.000,-33461.281,58.407,0.000000,133.873121,-0.000000
66435.078,-182658.562,58.150,0.000000,-1.844165,0.000000
-144518.344,-192873.391,56.112,0.000000,179.651665,-0.000000
184614.094,-109473.398,56.989,0.000000,178.950536,-0.000000
-169498.750,-311084.781,58.639,0.000000,-43.199799,0.000000
-110889.156,-15016.487,58.215,0.000000,135.704500,-0.000000
-193979.609,-214806.375,57.634,0.000000,0.950730,0.000000
89705.805,871.713,58.544,0.000000,26.405017,0.000000
189421.844,-114424.281,58.707,0.000000,-89.174089,0.000000
-50778.223,-128515.906,57.494,0.000000,179.987136,-0.000000
102054.867,70191.273,58.210,0.000000,-64.218612,0.000000
-18383.455,-382358.438,57.154,0.000000,-88.156463,0.000000
-63395.070,-75978.812,58.398,0.000000,-151.123638,0.000000
-18355.242,-41438.582,58.814,0.000000,-90.073500,0.000000
-201942.000,-169811.984,58.891,0.000000,115.092482,0.000000
149882.703,-273119.375,57.954,0.000000,115.974382,0.000000
-215267.672,-143100.781,57.901,0.000000,118.451123,0.000000
9254.302,-39338.273,57.807,0.000000,-90.034497,0.000000
-69810.477,-343076.625,57.998,0.000000,-44.249913,0.000000
-82876.094,-105940.922,58.099,0.000000,-64.747848,0.000000
-83582.859,-66641.805,58.442,0.000000,116.194812,0.000000
-110454.672,-11432.934,57.821,0.000000,-46.539262,0.000000
189446.953,-115131.180,58.429,0.000000,-91.755352,0.000000
-110385.023,-160838.203,58.884,0.000000,-90.565929,0.000000
-143808.453,-192900.234,58.532,0.000000,178.572831,-0.000000
-3223.066,-264610.844,58.729,0.000000,116.144635,0.000000
153558.547,36141.871,58.662,0.000000,-62.307475,0.000000
139581.109,-191872.156,55.352,0.000000,0.071320,0.000000
28245.053,-348681.812,58.367,0.000000,118.891235,0.000000
-172822.734,-105900.500,57.027,0.000000,-89.118037,0.000000
163353.266,-262562.656,58.380,0.000000,78.453059,0.000000
86224.398,-192889.094,58.503,0.000000,179.216538,-0.000000
-21192.848,14628.025,58.331,0.000000,-62.829913,0.000000
106274.367,82496.609,58.643,0.000000,-12.733228,0.000000
-88352.031,-334277.531,58.344,0.000000,45.776133,0.000000
75998.672,-18319.096,57.881,0.000000,-153.953521,0.000000
-171352.609,-212784.328,58.167,0.000000,93.329982,0.000000
118562.844,-186344.328,57.850,0.000000,91.793758,0.000000
53843.840,66948.914,58.494,0.000000,-62.492682,0.000000
95439.312,-127470.641,57.194,0.000000,1.814405,0.000000
147202.031,-52585.750,57.565,0.000000,-91.673834,0.000000
8190.019,-47606.730,58.846,0.000000,91.026491,0.000000
111074.734,-286737.812,57.463,0.000000,-153.985828,0.000000
95440.078,-220452.781,58.523,0.000000,178.060762,-0.000000
4746.626,-219636.625,58.754,0.000000,109.460237,0.000000
-60806.152,-233704.031,58.579,0.000000,91.987000,0.000000
-132985.562,3680.109,58.881,0.000000,44.396304,0.000000
31009.467,-98627.570,58.062,0.000000,-0.813147,0.000000
155558.766,-260625.906,57.897,0.000000,-64.384218,0.000000
-93444.422,-339342.250,57.840,0.000000,46.423387,0.000000
109691.625,-319156.000,57.160,0.000000,-151.596336,0.000000
131100.531,33041.613,55.991,0.000000,25.829972,0.000000
146153.812,-151710.750,57.050,0.000000,88.039919,0.000000
90865.094,-43844.914,58.841,0.000000,90.387152,0.000000
56247.426,8328.194,58.694,0.000000,-63.437610,0.000000
-47443.453,-383053.969,58.268,0.000000,91.017144,0.000000
95065.031,-8601.171,58.288,0.000000,-153.424841,0.000000
-121864.859,-121717.703,58.381,0.000000,-89.352513,0.000000
-186959.938,-130452.047,56.521,0.000000,89.922151,0.000000
156238.188,-240693.672,56.745,0.000000,-61.219024,0.000000
-188555.359,-204749.641,57.876,0.000000,-90.134729,0.000000
101675.656,-4046.941,58.764,0.000000,27.862540,0.000000
4504.473,100597.703,58.495,0.000000,-179.721156,0.000000
-47416.926,-158116.766,57.506,0.000000,91.188828,0.000000
142352.703,-136624.906,57.748,0.000000,1.852662,0.000000
7560.588,-377859.562,57.647,0.000000,-44.382210,0.000000
84175.820,-127470.664,58.117,0.000000,0.076054,0.000000
118538.133,-44808.102,57.832,0.000000,91.355096,0.000000
61574.793,-292630.188,58.086,0.000000,-64.096424,0.000000
35879.324,-203885.906,57.089,0.000000,116.821671,0.000000
104358.688,-187744.562,57.688,0.000000,89.291113,0.000000
58241.059,2066.160,58.536,0.000000,116.704363,0.000000
-43970.410,57004.473,58.108,0.000000,117.361683,0.000000
35794.336,-125040.086,58.169,0.000000,26.275698,0.000000
4292.446,45077.777,58.561,0.000000,26.415278,0.000000
-159665.703,-168009.438,58.028,0.000000,-89.143912,0.000000
30894.699,-187611.781,58.697,0.000000,-61.663809,0.000000
-22088.559,-335888.875,58.165,0.000000,116.788417,0.000000
-108809.398,-75693.602,58.498,0.000000,-62.069815,0.000000
35410.695,-225663.594,57.591,0.000000,116.954470,0.000000
137156.406,-80059.078,58.027,0.000000,-179.282080,0.000000
43983.305,56604.430,58.677,0.000000,118.797105,0.000000
99796.930,-34531.801,58.852,0.000000,-1.482676,0.000000
-12147.851,-300308.938,58.961,0.000000,27.513437,0.000000
88927.578,30134.457,58.830,0.000000,-62.971770,0.000000
-82355.820,-28918.934,58.512,0.000000,-62.235762,0.000000
45712.055,-287146.031,58.753,0.000000,25.323084,0.000000
-29006.504,82664.648,58.060,0.000000,27.151927,0.000000
-71026.586,44064.379,58.010,0.000000,115.148762,0.000000
4954.533,-298994.875,56.910,0.000000,-61.616765,0.000000
-55562.688,-62757.105,59.172,0.000000,-64.839894,0.000000
-29784.359,-202098.438,58.840,0.000000,-178.389912,0.000000
-72097.648,-338063.812,58.015,0.000000,46.211429,0.000000
-166201.594,-33524.910,58.361,0.000000,-134.592373,0.000000
-103065.414,-80782.531,58.203,0.000000,-154.912151,0.000000
-81016.633,20679.170,59.051,0.000000,-146.641888,0.000000
2188.269,-279960.281,57.557,0.000000,25.249785,0.000000
71777.609,12653.280,58.349,0.000000,-151.511484,0.000000
64449.086,-169407.234,57.366,0.000000,-89.243727,0.000000
57248.742,-70233.039,56.327,0.000000,-178.528997,0.000000
-154925.250,-182682.312,57.708,0.000000,1.864645,0.000000
-64697.398,-101391.531,57.639,0.000000,-61.386697,0.000000
64478.461,-206887.969,58.649,0.000000,-89.573510,0.000000
-63690.777,-27104.471,58.058,0.000000,-63.378403,0.000000
189438.141,-103957.094,57.709,0.000000,-88.300354,0.000000
76638.156,-17993.092,57.881,0.000000,-154.829732,0.000000
150563.625,-164264.656,57.818,0.000000,0.423505,0.000000
-56009.320,-80704.555,59.006,0.000000,-63.514196,0.000000
-95474.453,-210229.172,58.725,0.000000,1.796451,0.000000
-47452.363,-346239.719,58.198,0.000000,89.105173,0.000000
-12122.206,63671.438,57.162,0.000000,-63.708604,0.000000
127844.836,42392.488,56.999,0.000000,27.219742,0.000000
10962.974,-219916.406,57.694,0.000000,27.167451,0.000000
142383.062,-173099.750,57.699,0.000000,-1.331400,0.000000
-85643.281,2837.135,58.092,0.000000,-152.240465,0.000000
-92706.812,-307877.531,58.013,0.000000,136.027321,-0.000000
79199.625,-307523.188,58.168,0.000000,-64.232957,0.000000
41327.508,-261167.578,57.461,0.000000,-152.622697,0.000000
-73580.477,-240795.781,57.749,0.000000,-90.942727,0.000000
36811.395,-96067.164,55.506,0.000000,-88.524859,0.000000
53064.246,-210252.484,57.281,0.000000,0.917460,0.000000
-137554.266,-156079.641,58.236,0.000000,178.153221,-0.000000
-175291.188,-60971.941,57.996,0.000000,135.182321,-0.000000
-183022.797,-297594.906,55.429,0.000000,-46.739015,0.000000
-176209.844,-240799.297,58.263,0.000000,43.597467,0.000000
-85891.141,12372.986,58.668,0.000000,118.459468,0.000000
16674.945,-225701.750,58.450,0.000000,118.841061,0.000000
6242.242,-59382.434,58.570,0.000000,0.497736,0.000000
-9339.517,-182668.750,59.209,0.000000,-1.336957,0.000000
76844.055,-93717.953,58.497,0.000000,88.144437,0.000000
37688.766,44677.438,58.342,0.000000,-62.612915,0.000000
9225.849,-101649.578,57.469,0.000000,-88.238257,0.000000
77441.570,-27449.111,58.311,0.000000,28.520609,0.000000
-140003.875,-305602.281,57.901,0.000000,44.710122,0.000000
33658.789,-211389.312,57.494,0.000000,-165.033713,0.000000
-66892.836,38184.395,57.455,0.000000,-62.113519,0.000000
-98846.766,-223803.688,58.138,0.000000,-89.143116,0.000000
75041.844,57406.219,58.089,0.000000,-63.160672,0.000000
-92424.148,-379932.750,57.194,0.000000,-133.749239,0.000000
-126754.562,9910.374,58.278,0.000000,43.961326,0.000000
137404.141,-248574.344,58.034,0.000000,118.284268,0.000000
-9697.497,-336222.469,56.463,0.000000,-63.360424,0.000000
69975.812,35323.188,57.545,0.000000,-61.932417,0.000000
97196.781,4695.578,58.103,0.000000,26.928754,0.000000
-3367.989,69914.484,59.141,0.000000,115.619185,0.000000
-1814.613,-122156.102,58.407,0.000000,-64.033547,0.000000
-127542.727,-173064.094,58.015,0.000000,-0.588436,0.000000
72122.469,-244304.656,57.833,0.000000,26.233937,0.000000
-45589.133,-290517.125,58.231,0.000000,-91.932479,0.000000
42473.262,75432.117,58.571,0.000000,25.660901,0.000000
-113489.695,-360882.594,58.439,0.000000,-135.757430,0.000000
-24068.941,-286326.031,57.726,0.000000,-64.673138,0.000000
-1692.986,-202094.281,58.314,0.000000,-179.568949,0.000000
177273.078,-26885.824,57.635,0.000000,-69.882227,0.000000
129230.031,-79023.844,57.470,0.000000,0.559344,0.000000
-105235.484,-295344.219,58.946,0.000000,134.025729,-0.000000
146162.328,-75658.305,57.004,0.000000,91.540605,0.000000
-162257.750,-54514.410,57.931,0.000000,115.711064,0.000000
58618.297,-120203.164,58.250,0.000000,-178.363711,0.000000
-34758.922,41225.184,57.767,0.000000,-64.184668,0.000000
128823.766,-260686.625,57.753,0.000000,27.204135,0.000000
86892.312,-89877.016,58.803,0.000000,-178.046294,0.000000
107487.320,-233990.328,57.980,0.000000,118.458646,0.000000
119655.734,33341.594,58.343,0.000000,117.098398,0.000000
62389.109,63787.652,58.980,0.000000,27.316689,0.000000
118532.633,-57402.613,58.246,0.000000,90.167198,0.000000
125198.789,-311287.781,57.719,0.000000,-154.260409,0.000000
108833.133,-120189.672,57.774,0.000000,179.620275,-0.000000
-65859.352,51806.133,58.237,0.000000,-154.083349,0.000000
-43568.172,75275.562,58.711,0.000000,28.139416,0.000000
-133015.469,-161558.766,57.665,0.000000,-90.382965,0.000000
106181.711,-134013.562,57.839,0.000000,-91.348644,0.000000
124074.000,-109499.086,58.941,0.000000,179.211674,-0.000000
171035.625,-174943.719,58.422,0.000000,-178.724630,0.000000
79515.445,-13157.013,59.073,0.000000,118.841476,0.000000
138485.516,-304273.062,58.355,0.000000,46.412593,0.000000
-15214.890,13300.214,58.273,0.000000,26.287340,0.000000
-211120.281,-113030.898,58.322,0.000000,-154.865071,0.000000
146141.469,-167583.594,59.092,0.000000,90.359213,0.000000
-99913.914,-261173.047,58.887,0.000000,89.886846,0.000000
-67602.102,-45661.477,57.691,0.000000,26.401401,0.000000
-210049.031,-97589.469,56.165,0.000000,-121.692259,0.000000
41164.324,-374135.188,57.655,0.000000,115.301873,0.000000
23567.193,-346014.688,57.934,0.000000,26.323135,0.000000
-82038.148,-292200.500,57.357,0.000000,136.328382,-0.000000
-179375.672,-225535.375,59.012,0.000000,-91.498831,0.000000
-45594.496,-187119.344,57.819,0.000000,-91.676491,0.000000
58012.395,72433.922,58.336,0.000000,25.660184,0.000000
-5994.120,-206179.719,58.616,0.000000,89.183757,0.000000
66700.891,-302765.938,57.636,0.000000,-62.878933,0.000000
-86228.891,-4906.781,57.742,0.000000,115.382628,0.000000
-1052.034,-353198.594,57.330,0.000000,-61.722155,0.000000
-49079.023,36282.125,57.260,0.000000,-63.400720,0.000000
-89626.289,-357094.812,57.950,0.000000,-136.020371,0.000000
133749.766,-312985.344,58.821,0.000000,-135.754789,0.000000
185336.312,-50967.730,58.092,0.000000,-71.775721,0.000000
-32166.438,-152797.344,58.567,0.000000,-90.576471,0.000000
-12841.418,90927.164,58.078,0.000000,28.271296,0.000000
-108956.359,-79426.469,57.903,0.000000,116.860613,0.000000
-34792.547,13065.050,57.958,0.000000,-151.543142,0.000000
12506.373,-313734.656,58.425,0.000000,-64.711176,0.000000
-18551.297,-252928.516,57.546,0.000000,64.220225,0.000000
102342.523,-156117.203,57.529,0.000000,-178.180016,0.000000
-8152.002,27836.938,57.939,0.000000,27.663215,0.000000
